ensembl_gene_id	BE1	KAN	NBLW	CHLA122	CHLA15	BE2	KANR	NBLWR	CHLA136	CHLA20
ENSG00000168528	8	11	14	120	267	72	9	3	88	145
ENSG00000121764	6	5	0	5	4	3	3	5	3	1
ENSG00000162517	209	247	413	302	550	409	162	191	337	332
ENSG00000084636	12	33	118	627	2750	311	14	66	24	412
ENSG00000121753	649	829	901	2354	1106	2124	363	2209	1603	264
ENSG00000266580	8	5	5	13	7	12	7	19	9	3
ENSG00000134668	1	1	3	1	3	6	6	1	4	2
ENSG00000269967	3	3	8	2	7	4	10	5	5	8
ENSG00000184007	812	1080	2470	1822	2345	1561	1393	1033	1873	1911
ENSG00000121774	2856	3506	3600	5093	4920	6209	3492	2625	5232	3252
ENSG00000121775	283	279	270	337	457	339	288	209	508	341
ENSG00000266203	7	1	4	2	1	2	6	3	3	1
ENSG00000025800	693	789	1601	1234	2025	2018	987	875	1445	1578
ENSG00000084652	745	950	2117	1445	2415	1911	811	885	2032	1868
ENSG00000160050	80	106	194	109	198	186	55	153	174	150
ENSG00000224066	15	18	14	51	22	20	10	15	39	15
ENSG00000160051	49	49	65	89	103	77	45	56	107	62
ENSG00000160055	43	42	81	117	124	86	36	46	165	70
ENSG00000084623	693	918	1909	1464	2509	2122	727	837	1649	1636
ENSG00000220785	20	0	16	0	69	18	11	38	28	14
ENSG00000183615	6	0	1	1	9	6	2	12	3	3
ENSG00000116478	341	452	722	956	1194	1111	614	317	1438	974
ENSG00000175130	2649	3750	5194	4828	6685	3379	2173	2677	6556	3781
ENSG00000162526	6	12	11	14	9	17	5	10	19	9
ENSG00000225828	178	129	187	402	211	153	245	90	291	112
ENSG00000160058	688	673	873	1285	1201	810	850	620	1381	790
ENSG00000273274	73	65	153	149	141	6	146	70	229	106
ENSG00000160062	116	188	278	270	219	296	439	124	336	219
ENSG00000176261	128	183	293	284	348	312	240	175	349	263
ENSG00000162521	2565	3314	5054	3950	5572	5565	4198	2417	5114	4024
ENSG00000162520	0	3	0	6	2	2	0	2	7	4
ENSG00000162522	64	287	164	771	364	354	170	177	624	231
ENSG00000134684	920	939	2207	2209	2457	2640	1060	1187	1850	2024
ENSG00000116497	506	523	492	789	613	784	595	490	827	545
ENSG00000160097	70	93	58	3219	395	103	624	287	1802	637
ENSG00000121905	2	9	1	1361	37	24	50	20	8	47
ENSG00000121900	3	1	2	366	41	43	40	9	146	46
ENSG00000116514	66	100	140	206	165	158	84	91	202	79
ENSG00000004455	731	853	1788	964	1900	1859	972	837	1158	1584
ENSG00000276645	0	1	2	2	4	2	2	1	4	7
ENSG00000142920	12	15	16	111	47	55	38	32	61	20
ENSG00000278997	6	5	2	33	3	4	2	1	3	3
ENSG00000116525	27	43	41	335	108	73	35	49	136	35
ENSG00000279179	16	7	6	14	5	22	12	13	14	6
ENSG00000160094	478	521	727	777	959	856	279	533	827	578
ENSG00000270115	16	13	15	31	26	35	14	23	25	19
ENSG00000184389	1	3	2	7	2	2	1	0	2	1
ENSG00000225313	1	0	0	2	4	3	0	4	3	2
ENSG00000134686	712	814	1102	1955	1699	1644	705	679	1776	842
ENSG00000266239	2	2	1	6	1	0	2	1	4	5
ENSG00000222112	7	11	14	14	9	9	17	7	19	9
ENSG00000233246	2	5	2	3	2	16	1	1	6	3
ENSG00000121903	60	69	77	82	105	148	95	41	131	103
ENSG00000121904	140	161	0	1269	266	8	108	13	300	15
ENSG00000163866	156	180	357	348	400	276	166	212	363	291
ENSG00000116544	128	168	158	389	304	179	150	238	380	209
ENSG00000241014	24	5	11	14	26	59	17	26	26	21
ENSG00000243749	3	0	0	0	2	6	2	1	8	9
ENSG00000163867	101	129	164	228	194	221	165	113	229	174
ENSG00000197056	156	202	273	200	307	497	286	167	233	386
ENSG00000116560	6608	7809	10871	11140	13277	12946	7895	6266	12283	9635
ENSG00000146463	1016	1253	1801	1305	2168	1606	1295	971	1717	1724
ENSG00000201542	2	2	1	0	0	1	6	1	4	1
ENSG00000229994	11	22	9	12	14	17	17	10	16	11
ENSG00000142687	599	436	604	821	848	861	596	519	1113	536
ENSG00000020129	252	307	581	475	717	773	217	519	907	464
ENSG00000239636	4	4	2	5	5	10	0	3	1	1
ENSG00000116819	20	13	9	85	14	23	9	14	23	8
ENSG00000126067	560	851	1930	1250	1652	1311	1005	653	1281	1342
ENSG00000142686	314	377	817	524	813	474	196	471	350	379
ENSG00000092853	587	956	1643	2030	2113	890	1009	775	1730	1690
ENSG00000232335	1	1	1	4	3	18	3	1	8	3
ENSG00000134698	560	546	638	972	601	516	656	526	747	537
ENSG00000092847	695	800	1207	2056	1713	1303	1116	742	2300	1202
ENSG00000126070	515	581	1034	1312	1289	977	938	654	1253	891
ENSG00000092850	10	7	6	38	24	28	7	9	39	7
ENSG00000116863	91	124	219	241	295	197	88	112	292	183
ENSG00000171812	2	3	0	11	37	11	3	11	0	15
ENSG00000054116	177	233	416	347	492	334	152	214	352	417
ENSG00000116871	736	809	1650	1263	2019	1387	566	1252	1701	1208
ENSG00000054118	1302	1733	3155	3086	4103	3343	1747	1498	3377	3215
ENSG00000214193	48	36	119	340	153	143	60	101	216	139
ENSG00000142694	4	6	10	0	41	38	7	12	11	27
ENSG00000116883	18	8	31	165	50	38	22	43	80	41
ENSG00000196182	198	200	293	350	525	560	204	186	396	305
ENSG00000181817	74	84	189	117	202	122	47	123	128	146
ENSG00000116885	23	18	37	53	55	41	14	32	36	30
ENSG00000116898	293	361	785	496	775	673	307	337	470	615
ENSG00000119535	1	1	1	16	5	16	13	7	5	6
ENSG00000163873	401	500	2	2758	407	950	1305	141	2257	580
ENSG00000233621	3	1	3	0	8	1	0	3	1	5
ENSG00000163874	5	5	11	1	18	17	6	6	11	18
ENSG00000163875	281	420	780	609	824	702	318	268	677	620
ENSG00000263675	5	3	7	2	6	2	4	0	5	5
ENSG00000163877	140	219	294	336	325	395	256	186	372	247
ENSG00000163879	29	54	78	132	152	109	54	21	219	102
ENSG00000134697	486	647	1634	1315	1379	1723	546	443	1193	1231
ENSG00000116922	198	224	367	360	550	454	248	163	352	393
ENSG00000134690	442	534	822	722	1021	1358	323	368	731	738
ENSG00000183317	282	314	40	533	165	4	210	235	383	22
ENSG00000185090	440	581	1051	895	1506	917	296	442	1427	581
ENSG00000196449	109	145	362	193	420	306	158	154	306	329
ENSG00000197982	92	118	167	237	245	150	62	167	347	155
ENSG00000188786	150	158	247	338	383	295	151	133	401	244
ENSG00000204084	241	261	408	346	442	521	273	254	366	373
ENSG00000183431	834	1165	2109	1374	2281	1767	1125	923	1766	1613
ENSG00000183386	118	161	86	60	211	192	67	114	72	94
ENSG00000183520	290	406	774	474	751	595	381	266	602	647
ENSG00000185668	15	8	0	99	1	0	46	3	56	0
ENSG00000224592	1	13	3	20	0	0	19	2	25	0
ENSG00000116954	73	68	116	109	193	107	94	54	173	124
ENSG00000228436	8	13	18	16	27	17	14	9	22	15
ENSG00000214114	74	69	129	70	139	62	67	52	83	136
ENSG00000174574	235	392	878	676	880	521	503	448	731	630
ENSG00000168653	473	1295	2473	1056	1917	1229	791	1013	1286	1496
ENSG00000127603	2869	4628	5685	5618	7240	5300	4241	4140	5935	6260
ENSG00000270040	2	2	2	3	0	3	3	3	2	3
ENSG00000183682	2	0	0	3	0	6	3	1	2	1
ENSG00000182109	160	16	66	151	117	236	14	149	186	78
ENSG00000243970	51	7	35	68	39	85	9	43	74	43
ENSG00000090621	1269	1518	3553	2137	5141	5084	1221	2043	2405	3363
ENSG00000201457	13	17	20	9	32	30	8	8	13	7
ENSG00000163909	1	0	0	54	160	3	0	66	62	38
ENSG00000116981	33	8	19	5	49	74	4	20	2	8
ENSG00000116983	54	24	71	20	236	216	23	150	35	91
ENSG00000084072	200	221	373	354	493	673	233	199	400	454
ENSG00000116985	9	12	17	197	44	65	55	46	111	8
ENSG00000198754	0	1	1	10	4	2	5	15	13	2
ENSG00000043514	179	227	372	300	535	454	279	170	386	419
ENSG00000202222	4	10	5	8	10	8	7	6	6	18
ENSG00000116990	3	5	0	101	23	9	15	4	37	6
ENSG00000168389	61	157	384	283	262	152	125	206	169	201
ENSG00000228477	8	11	17	8	18	3	3	9	8	15
ENSG00000131236	562	766	1716	1412	1781	1438	586	785	1833	1302
ENSG00000131238	364	466	852	579	1095	1067	497	333	1098	1135
ENSG00000117000	253	314	586	655	661	739	453	273	704	548
ENSG00000259943	120	81	95	115	62	85	108	123	129	37
ENSG00000084073	253	394	1048	542	779	457	586	459	723	682
ENSG00000049089	34	108	2	119	182	107	3	110	27	97
ENSG00000084070	182	284	698	347	598	348	185	419	448	387
ENSG00000187801	136	128	192	275	206	163	267	135	233	179
ENSG00000260920	104	89	124	215	169	133	219	92	193	133
ENSG00000279667	17	3	20	18	9	15	16	18	13	8
ENSG00000187815	56	87	129	159	139	91	118	94	171	95
ENSG00000238287	22	17	16	23	18	29	21	13	17	14
ENSG00000164002	150	109	265	202	232	173	119	132	250	185
ENSG00000117010	28	29	48	44	56	58	29	20	49	73
ENSG00000117016	1820	1803	2884	7649	2909	6580	4191	3812	16009	1716
ENSG00000237899	3	1	1	7	5	2	4	2	9	3
ENSG00000272145	64	63	58	56	49	53	86	35	96	49
ENSG00000066136	279	348	534	403	771	628	270	245	588	553
ENSG00000117013	102	58	20	127	55	65	73	54	214	12
ENSG00000179862	7	9	8	128	9	18	6	14	46	11
ENSG00000171793	961	1139	2507	1765	2421	1776	976	969	1724	1906
ENSG00000281207	76	50	101	230	113	159	90	57	115	125
ENSG00000171790	11	6	7	16	18	14	3	11	14	9
ENSG00000010803	535	556	999	773	1107	994	478	551	707	833
ENSG00000235358	3	2	9	1	2	13	0	6	0	1
ENSG00000204060	7	19	44	353	83	128	87	41	693	87
ENSG00000127129	0	1	1	2	6	0	1	5	5	13
ENSG00000127124	488	125	256	247	376	221	157	399	240	257
ENSG00000198815	802	895	1216	2029	1369	1597	1480	935	1700	1086
ENSG00000177181	97	116	215	392	328	128	233	214	408	130
ENSG00000127125	66	72	108	157	157	86	62	115	105	105
ENSG00000186409	15	3	16	46	41	9	9	13	33	9
ENSG00000171960	228	231	465	328	469	349	185	211	341	361
ENSG00000234917	4	5	6	9	12	8	8	2	14	11
ENSG00000065978	3260	4873	10721	7871	10272	11105	3444	4287	6702	5914
ENSG00000117385	138	189	255	291	478	470	158	196	447	292
ENSG00000164008	67	73	101	110	122	122	66	60	157	69
ENSG00000274386	6	6	10	21	5	12	7	9	13	3
ENSG00000177868	115	193	167	257	182	153	100	100	248	141
ENSG00000164010	61	41	67	97	120	123	51	59	76	60
ENSG00000228192	1	4	18	7	12	53	9	5	8	9
ENSG00000164011	112	88	129	125	134	164	83	99	156	114
ENSG00000225099	0	2	4	0	1	0	6	2	3	0
ENSG00000117394	511	360	763	536	975	940	256	280	525	494
ENSG00000227533	53	5	4	12	8	82	3	9	21	2
ENSG00000117395	145	319	851	635	1003	631	245	303	585	832
ENSG00000243710	0	0	4	21	0	0	0	1	1	4
ENSG00000234694	4	2	1	10	0	7	4	5	3	2
ENSG00000117399	240	414	838	544	909	1185	199	233	612	715
ENSG00000066322	60	117	315	139	438	305	75	152	261	336
ENSG00000159479	147	141	280	243	354	304	153	153	373	274
ENSG00000198198	692	648	844	1483	1179	1355	790	732	1535	917
ENSG00000178922	47	22	0	0	147	78	0	50	33	36
ENSG00000229348	14	9	15	34	11	11	14	10	17	8
ENSG00000142949	702	730	790	4176	2023	1649	789	887	2307	719
ENSG00000066135	469	636	734	937	1445	1088	576	528	1216	907
ENSG00000236200	13	14	18	19	17	19	14	3	24	17
ENSG00000126091	195	176	272	353	298	359	79	219	287	180
ENSG00000233674	1	8	5	8	1	4	3	5	10	8
ENSG00000117407	30	18	15	35	28	23	5	13	25	20
ENSG00000237950	12	19	19	14	21	13	12	16	17	15
ENSG00000117408	304	418	743	396	894	492	261	423	640	516
ENSG00000132768	144	243	726	384	716	526	160	203	592	445
ENSG00000117410	296	388	1482	670	982	1012	350	740	966	639
ENSG00000117411	450	666	1316	920	1104	1059	291	724	807	679
ENSG00000159214	7	23	24	76	27	39	15	14	50	20
ENSG00000196517	18	65	73	116	49	60	31	59	93	49
ENSG00000230615	0	10	3	4	2	7	1	14	2	1
ENSG00000233514	3	3	13	8	12	4	7	4	5	5
ENSG00000178028	306	298	495	495	621	508	362	387	798	418
ENSG00000117419	286	294	679	628	883	622	239	367	617	581
ENSG00000233602	6	7	17	14	12	18	18	12	16	17
ENSG00000187147	383	479	824	873	804	938	351	506	974	561
ENSG00000126106	12	17	24	39	33	45	1	30	43	18
ENSG00000198520	23	11	3	34	6	20	27	27	53	3
ENSG00000200169	3	4	5	1	8	9	4	2	9	15
ENSG00000142945	649	812	1520	1060	1816	2317	506	749	1323	1510
ENSG00000142937	5210	4902	9663	9830	12907	15900	2832	4600	9802	8082
ENSG00000200913	1	9	12	5	16	14	3	11	9	9
ENSG00000234093	0	5	3	2	1	3	0	4	3	1
ENSG00000142959	4	3	6	14	11	2	7	2	27	2
ENSG00000173846	57	132	232	136	238	112	88	168	290	85
ENSG00000222009	3	16	11	9	23	27	10	26	50	5
ENSG00000117425	43	68	19	87	89	43	21	62	84	16
ENSG00000226499	3	3	0	2	4	4	3	4	2	2
ENSG00000070785	240	340	814	346	665	497	249	479	372	542
ENSG00000126107	158	228	337	810	581	369	107	339	665	280
ENSG00000126088	238	287	498	579	788	585	183	292	446	433
ENSG00000162415	135	133	5	220	41	16	99	208	241	13
ENSG00000281912	10	5	2	14	5	5	8	16	12	3
ENSG00000186603	147	86	622	177	62	183	0	219	169	62
ENSG00000132781	136	206	177	273	245	356	147	155	522	225
ENSG00000132773	119	185	348	261	340	329	122	204	264	242
ENSG00000070759	5	10	8	52	21	25	8	7	54	24
ENSG00000280670	39	4	9	49	46	82	12	21	51	37
ENSG00000132763	115	94	219	139	208	349	85	116	235	208
ENSG00000117450	686	1325	4014	1405	3653	2899	1520	1288	1926	3078
ENSG00000117448	433	663	834	1087	993	1576	512	577	1336	797
ENSG00000280836	0	2	1	2	4	0	12	6	1	3
ENSG00000132780	4191	5320	6608	8503	6523	7595	4383	2598	9028	6151
ENSG00000159588	40	33	15	113	49	68	26	41	59	31
ENSG00000159592	466	556	771	999	1117	1331	628	406	1136	835
ENSG00000225447	8	4	11	11	4	18	3	7	12	11
ENSG00000234329	8	12	17	21	15	17	9	7	26	19
ENSG00000159596	129	147	223	218	303	281	185	121	210	317
ENSG00000197429	104	125	99	117	168	221	127	82	147	160
ENSG00000230896	7	9	10	9	11	8	10	3	15	13
ENSG00000086015	439	528	923	1404	1760	1027	477	571	1323	1027
ENSG00000117461	383	914	1448	1024	1696	1398	723	690	1312	971
ENSG00000227857	2	0	0	4	0	3	3	4	2	0
ENSG00000085998	341	320	701	782	762	645	340	510	912	560
ENSG00000171357	3	5	7	30	18	9	7	9	23	6
ENSG00000085999	411	388	630	895	947	747	449	261	935	739
ENSG00000132128	520	532	1215	559	1261	1397	348	603	876	857
ENSG00000173660	701	911	1756	1464	1810	2138	641	853	1785	1425
ENSG00000117481	223	194	338	266	561	546	301	231	366	452
ENSG00000225779	2	0	2	2	5	1	6	2	2	5
ENSG00000117480	126	143	6	151	139	183	87	153	62	46
ENSG00000079277	80	66	148	164	181	248	61	75	264	127
ENSG00000142961	22	10	8	56	38	21	15	26	98	28
ENSG00000123472	386	368	648	511	774	650	408	416	477	541
ENSG00000159658	182	225	260	476	517	380	340	196	462	311
ENSG00000225506	0	1	0	3	7	6	2	2	16	7
ENSG00000162367	0	0	0	9	1	0	0	0	0	0
ENSG00000123473	297	351	623	588	790	810	411	213	586	700
ENSG00000162368	215	350	777	536	573	761	473	380	590	401
ENSG00000237424	2	3	0	44	0	2	7	0	15	0
ENSG00000269113	5	7	0	234	2	24	0	6	4	1
ENSG00000272491	0	0	3	8	3	0	2	1	0	0
ENSG00000132122	27	4	61	111	69	72	33	23	73	67
ENSG00000224986	0	0	2	5	4	3	0	1	4	1
ENSG00000235105	0	0	6	5	4	3	7	4	4	6
ENSG00000186094	7	6	4	10	15	13	2	18	28	7
ENSG00000162373	98	135	177	215	209	186	101	123	295	147
ENSG00000162374	1456	2814	9227	4758	5912	2023	3935	5894	5037	4261
ENSG00000230828	21	18	38	36	24	13	38	41	41	27
ENSG00000142700	2	3	5	4	4	1	2	5	20	0
ENSG00000185104	425	515	1145	844	969	1271	511	513	896	658
ENSG00000123080	592	386	408	346	683	897	680	385	285	7
ENSG00000123091	187	305	663	608	627	564	366	533	497	434
ENSG00000233406	2	1	0	1	5	6	2	3	1	1
ENSG00000085831	15	8	2	12	45	35	70	24	7	21
ENSG00000085832	232	474	660	1235	943	1028	444	476	776	703
ENSG00000117859	419	627	870	879	1317	1174	526	536	915	974
ENSG00000078618	644	918	1832	1560	2107	2430	598	859	1430	1660
ENSG00000266993	18	11	23	37	22	20	27	33	14	13
ENSG00000272175	1	3	1	4	5	2	3	5	1	4
ENSG00000169213	87	193	81	1217	606	155	484	364	744	631
ENSG00000117862	214	272	329	442	605	460	300	157	500	553
ENSG00000198841	55	68	105	95	134	118	64	61	119	68
ENSG00000134717	443	571	1078	914	1053	1144	717	526	910	889
ENSG00000157077	316	383	743	570	721	683	348	466	418	588
ENSG00000241745	4	1	2	2	2	5	2	2	4	3
ENSG00000224255	4	7	8	3	5	6	4	1	9	7
ENSG00000213735	3	5	3	4	6	6	1	2	3	7
ENSG00000154222	231	243	391	462	492	351	246	364	702	329
ENSG00000272100	2	0	3	5	6	5	3	2	0	3
ENSG00000085840	220	299	468	493	761	554	300	225	521	602
ENSG00000134748	474	621	1001	795	1108	1064	772	440	1113	868
ENSG00000134744	1196	1118	1461	1786	1741	2337	1485	830	1711	1455
ENSG00000272371	1	4	5	5	6	1	7	6	8	4
ENSG00000236290	4	4	2	5	3	2	6	4	7	6
ENSG00000116157	0	0	0	189	336	339	1	3	101	270
ENSG00000182183	1	1	0	4	5	2	0	1	4	2
ENSG00000162377	357	487	1489	649	1181	981	522	615	783	946
ENSG00000162378	428	636	871	801	1176	991	887	547	960	838
ENSG00000228929	26	35	29	29	27	42	30	27	35	35
ENSG00000203995	1	29	149	65	114	484	195	23	23	62
ENSG00000121310	11	2	5	2	32	4	10	43	4	13
ENSG00000116171	199	131	475	417	527	402	285	278	369	509
ENSG00000236360	3	4	3	1	2	5	2	0	11	5
ENSG00000174348	21	11	2	32	24	1	44	17	8	9
ENSG00000162383	2	0	2	46	5	4	8	2	7	0
ENSG00000157184	89	225	181	190	225	275	119	151	251	163
ENSG00000236723	15	16	12	26	18	19	20	11	48	21
ENSG00000162384	266	280	386	559	595	377	194	263	505	380
ENSG00000162385	248	327	415	460	548	486	375	215	530	516
ENSG00000226754	4	8	4	3	3	7	5	6	7	6
ENSG00000157193	505	782	1716	1240	1963	1178	514	930	708	1126
ENSG00000225030	1	6	7	3	4	3	3	4	2	7
ENSG00000225675	4	8	18	4	2	12	7	31	6	2
ENSG00000174332	9	26	4	6	38	19	1	65	6	8
ENSG00000058804	481	625	1079	951	1402	1213	685	518	987	1330
ENSG00000058799	95	53	144	156	199	109	88	110	185	162
ENSG00000081870	141	131	229	338	231	194	155	129	342	244
ENSG00000116212	195	192	246	383	296	290	131	128	446	240
ENSG00000116209	660	578	1334	914	970	1427	718	848	1052	833
ENSG00000280378	11	8	9	15	8	2	10	5	7	9
ENSG00000116205	199	189	225	266	228	314	249	140	392	242
ENSG00000157211	3	2	1	14	1	18	0	1	4	0
ENSG00000215883	100	93	167	152	164	199	104	85	190	150
ENSG00000116221	363	527	1063	692	1215	1155	412	378	749	904
ENSG00000157216	804	1217	1547	2090	1984	1876	1038	1008	2739	1134
ENSG00000198711	12	3	2	26	2	9	1	18	4	2
ENSG00000162390	49	24	2	234	79	168	97	112	497	55
ENSG00000184313	15	4	0	84	3	40	14	18	119	2
ENSG00000243725	36	30	43	66	60	59	34	26	59	59
ENSG00000162396	20	25	40	57	53	75	30	24	77	28
ENSG00000116133	1950	2976	4418	1834	4077	2180	1473	1904	3815	1543
ENSG00000162402	874	902	1520	1720	1696	1652	794	982	1446	1060
ENSG00000162407	18	12	4	4	286	280	10	31	16	14
ENSG00000162409	143	100	195	268	273	342	209	72	158	66
ENSG00000173406	10	4	70	59	6	12	5	19	9	4
ENSG00000162600	45	55	72	39	64	71	56	28	37	109
ENSG00000185839	4	1	11	5	6	3	1	2	4	5
ENSG00000162601	418	535	712	857	1185	939	927	384	853	797
ENSG00000177606	1602	951	780	1263	823	748	1152	583	1790	541
ENSG00000172456	25	38	17	78	36	127	25	16	58	35
ENSG00000134709	90	385	1	50	226	128	278	125	40	246
ENSG00000134716	2	2	1	6	10	7	1	0	1	17
ENSG00000226476	0	0	1	1	1	4	2	1	0	1
ENSG00000231252	0	0	0	0	24	0	1	0	0	0
ENSG00000162599	49	33	34	107	274	799	63	154	53	359
ENSG00000280760	0	1	0	0	3	0	0	0	0	3
ENSG00000270742	0	1	1	1	2	3	1	0	0	3
ENSG00000162604	117	154	242	224	246	270	215	165	233	235
ENSG00000271200	10	5	3	3	2	2	0	7	3	1
ENSG00000132849	201	248	44	139	108	189	142	131	98	117
ENSG00000132854	28	6	4	28	40	25	109	64	698	168
ENSG00000162607	697	905	1471	1478	1801	1923	1690	813	1649	1526
ENSG00000116641	556	838	1249	1256	1659	1290	765	666	1347	1293
ENSG00000213703	5	6	2	4	4	3	3	0	8	2
ENSG00000235545	8	15	3	11	8	4	13	3	3	7
ENSG00000125703	77	80	93	79	129	121	62	46	74	134
ENSG00000230798	0	0	0	0	0	0	0	0	0	0
ENSG00000088035	78	74	56	103	120	214	54	42	46	96
ENSG00000142856	196	150	398	298	548	497	189	177	359	581
ENSG00000203965	87	61	157	137	177	126	54	59	78	136
ENSG00000116652	18	15	30	53	43	18	12	18	21	29
ENSG00000079739	68	195	644	265	595	343	112	390	147	410
ENSG00000185483	13	209	245	47	257	252	50	209	21	265
ENSG00000223949	2	7	9	0	11	121	0	10	8	20
ENSG00000158966	276	951	614	726	1275	991	554	449	557	851
ENSG00000162437	205	336	669	267	753	755	221	305	273	498
ENSG00000162434	388	520	1547	471	1287	977	350	673	658	1352
ENSG00000226891	6	12	30	5	33	88	16	12	18	24
ENSG00000185031	2	0	19	1	7	38	2	4	7	6
ENSG00000272506	1	2	4	0	5	12	5	2	2	9
ENSG00000265996	5	3	3	3	5	8	2	3	7	3
ENSG00000231485	1	0	1	4	5	11	3	3	4	2
ENSG00000162433	61	62	183	152	115	66	62	40	38	78
ENSG00000116675	289	325	906	647	1278	1437	290	471	563	630
ENSG00000213625	207	351	272	494	389	274	434	267	531	347
ENSG00000116678	4	20	72	25	217	806	24	17	21	91
ENSG00000184588	199	8	651	127	707	34	63	27	924	827
ENSG00000118473	230	242	542	225	934	134	418	467	941	669
ENSG00000264720	2	4	4	1	7	0	6	9	9	6
ENSG00000152763	4	4	2	18	10	22	10	7	12	7
ENSG00000198160	123	212	253	288	398	455	265	176	357	352
ENSG00000116704	81	89	235	77	258	215	193	129	196	278
ENSG00000081985	1	1	1	0	3	10	1	0	0	11
ENSG00000142864	1495	2495	5642	3136	5787	6071	2214	1872	3196	4276
ENSG00000116717	129	142	537	403	506	277	216	364	369	167
ENSG00000172380	47	90	312	191	316	148	70	44	49	499
ENSG00000232284	0	1	2	1	5	3	1	1	0	5
ENSG00000162595	1	0	16	120	6	13	1	72	6	1
ENSG00000116729	141	55	1053	191	626	1857	78	82	80	681
ENSG00000234383	5	4	12	7	14	27	2	3	6	9
ENSG00000229133	5	5	7	7	11	15	9	13	9	2
ENSG00000024526	238	391	708	281	649	739	124	300	210	611
ENSG00000033122	6	23	634	216	20	9	0	598	25	10
ENSG00000066557	193	369	507	466	526	533	316	280	354	362
ENSG00000116754	1344	1899	3324	3610	4200	4986	2269	1692	3506	3162
ENSG00000118454	157	197	257	304	287	356	240	163	256	244
ENSG00000197568	4	4	10	5	8	29	5	9	12	2
ENSG00000116761	22	19	50	87	48	90	23	20	47	44
ENSG00000271992	1	2	3	4	1	6	1	1	0	1
ENSG00000050628	12	39	2	41	22	79	2	691	26	13
ENSG00000132485	711	1275	1931	1106	1752	1888	1484	939	1674	1349
ENSG00000207721	0	7	3	7	6	13	10	10	9	6
ENSG00000229956	7	12	8	17	21	6	12	9	23	8
ENSG00000172260	72	337	157	87	70	246	10	225	379	54
ENSG00000233994	6	4	7	5	7	7	8	7	3	9
ENSG00000162620	10	6	13	4	11	25	11	11	11	7
ENSG00000254685	26	30	50	41	61	86	26	19	40	57
ENSG00000259030	11	3	11	16	4	19	2	6	4	7
ENSG00000178965	1	7	38	21	50	29	113	16	104	135
ENSG00000116791	58	75	0	114	202	199	73	0	135	211
ENSG00000162623	127	117	0	193	332	317	153	0	209	347
ENSG00000162624	0	0	1	65	0	15	3	0	6	13
ENSG00000137968	259	86	138	1367	148	283	707	277	1561	170
ENSG00000117054	249	306	736	539	823	674	288	401	620	804
ENSG00000181227	0	9	2	2	2	0	1	2	2	2
ENSG00000137955	442	517	1334	645	1554	1678	710	599	736	1371
ENSG00000057468	8	1	0	10	5	11	3	5	3	8
ENSG00000184005	99	205	237	106	335	208	126	191	97	327
ENSG00000272855	0	2	0	1	1	2	2	1	1	1
ENSG00000226415	13	49	64	19	94	37	30	43	30	52
ENSG00000117069	41	20	50	1185	156	230	10	62	75	43
ENSG00000230498	0	2	2	20	10	10	0	2	3	0
ENSG00000142892	92	157	325	177	228	211	113	161	206	302
ENSG00000226084	2	1	4	3	5	5	2	5	4	3
ENSG00000154027	40	41	399	42	154	513	14	98	61	660
ENSG00000036549	346	446	616	508	888	922	591	282	603	716
ENSG00000077254	533	813	1025	1016	1304	1064	845	737	1235	872
ENSG00000180488	118	115	277	287	389	289	231	251	290	302
ENSG00000219201	12	18	24	27	25	21	24	23	16	22
ENSG00000235613	7	10	8	11	15	13	11	11	20	20
ENSG00000162614	0	0	4	1	2	4	2	2	6	3
ENSG00000162613	2198	3345	4340	2777	3264	3119	3031	1899	3175	2513
ENSG00000162616	106	108	174	97	157	206	107	81	114	126
ENSG00000122420	19	54	17	113	20	59	222	134	106	10
ENSG00000137959	0	0	0	0	1	0	0	0	2	0
ENSG00000137965	1	15	1	18	2	0	145	10	31	9
ENSG00000117114	373	429	3926	2129	1882	1937	977	1062	2054	4285
ENSG00000224494	0	0	3	0	2	4	1	2	5	7
ENSG00000227288	3	8	16	9	11	10	3	18	17	20
ENSG00000227960	0	0	11	0	0	0	0	3	1	5
ENSG00000215875	0	0	7	1	1	1	0	3	4	7
ENSG00000137941	172	178	387	567	653	394	340	141	380	422
ENSG00000233061	5	8	7	25	14	12	16	6	24	12
ENSG00000271576	11	16	22	39	24	28	42	15	23	23
ENSG00000142875	244	487	746	229	871	949	301	323	198	504
ENSG00000213540	1	4	6	8	6	8	10	4	7	6
ENSG00000226970	3	2	7	3	1	2	1	2	3	2
ENSG00000203943	3	4	8	10	7	15	8	6	9	13
ENSG00000117133	119	155	441	266	456	439	289	114	321	414
ENSG00000174021	69	78	438	211	459	493	200	124	265	405
ENSG00000122432	1	1	3	4	2	13	2	4	3	2
ENSG00000117151	15	35	72	86	58	115	228	95	84	73
ENSG00000117155	196	187	415	377	550	609	532	282	434	261
ENSG00000171517	5	1	165	5	154	267	4	9	34	251
ENSG00000280099	0	0	0	0	0	0	20	0	0	0
ENSG00000097096	0	1	0	0	0	0	88	0	1	0
ENSG00000162642	105	152	184	359	254	219	299	157	303	189
ENSG00000142867	63	62	103	130	127	115	180	75	145	78
ENSG00000153904	570	170	10	540	509	2268	366	442	295	233
ENSG00000282057	5	2	0	1	0	3	4	2	2	0
ENSG00000142871	67	19	14	8	9	137	28	5	44	12
ENSG00000117174	240	249	515	281	495	413	431	188	325	370
